Id,Product,Cpu,Ram,Price,TypeName,Inches,ScreenResolution,Memory,Gpu,OpSys,Weight,Performance,Speed,Priority,Mouse,Keyboard,Headset
30,Inspiron 3567,Intel Core i5 7200U 2.5GHz,8,42575,Notebook,15.6,1366x768,1TB HDD,Intel HD Graphics 620,Windows 10,2.14kg,96,8,443,MS116 optical,WD4XO,UC150 with Mic
33,Inspiron 3567,Intel Core i5 7200U 2.5GHz,8,43948,Notebook,15.6,Touchscreen 1366x768,2TB HDD,Intel HD Graphics 620,Windows 10,2.36kg,96,8,443,MS111 optical,WD4XO,UC150 with Mic
38,Inspiron 3567,Intel Core i5 7200U 2.5GHz,4,46127,Notebook,15.6,Full HD 1920x1080,500GB HDD,AMD Radeon R5 M430,Windows 10,2.3kg,96,4,443,MS111 optical,WD4XO,UC150 with Mic
35,Inspiron 3567,Intel Core i5 7200U 2.5GHz,4,44077,Notebook,15.6,Full HD 1920x1080,1TB HDD,Intel HD Graphics,Windows 10,2.25kg,96,4,443,MS111 optical,WD4XO,UC150 with Mic
37,Vostro 3568,Intel Core i5 7200U 2.5GHz,4,44865,Notebook,15.6,Full HD 1920x1080,128GB SSD,AMD Radeon R5 M420,Linux,2.18kg,96,4,443,MS111 optical,WD4XO,UC150 with Mic
16,Inspiron 3567,Intel Core i3 7100U 2.4GHz,8,36192,Notebook,15.6,1366x768,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,76,8,443,WM118 optical,KB216 ,UC300 with Mic
276,Precision M5520,Intel Core i7 7700HQ 2.8GHz,8,213841,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78kg,130,8,446,MS111 optical,KB216 ,UC150 with Mic
203,Precision 3510,Intel Core i5 6440HQ 2.6GHz,8,107945,Workstation,15.6,Full HD 1920x1080,500GB HDD,AMD FirePro W5130M,Windows 10,2.23kg,94,8,446,MS116 optical,WD4XO,UC150 with Mic
283,Precision 7720,Intel Core i7 7820HQ 2.9GHz,16,227471,Workstation,17.3,Full HD 1920x1080,256GB SSD,Nvidia Quadro M1200,Windows 10,3.42kg,132,16,446,MS111 optical,KB216 ,UC150 with Mic
241,Precision 3520,Intel Core i7 7700HQ 2.8GHz,8,140195,Workstation,15.6,Full HD 1920x1080,1TB HDD,Nvidia Quadro M620,Windows 10,2.23kg,130,8,446,MS111 optical,KB216 ,UC150 with Mic
285,Precision 7520,Intel Xeon E3-1505M V6 3GHz,16,240886,Workstation,15.6,4K Ultra HD 3840x2160,256GB SSD +  1TB HDD,Nvidia Quadro M1200,Windows 10,2.8kg,62,16,446,MS111 optical,KB216 ,UC150 with Mic
269,Precision M5520,Intel Core i7 7700HQ 2.8GHz,8,189870,Workstation,15.6,Full HD 1920x1080,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78kg,130,8,446,MS111 optical,KB216 ,UC150 with Mic
256,Precision 3520,Intel Core i7 6820HQ 2.7GHz,16,155728,Workstation,15.6,IPS Panel Full HD 1920x1080,256GB SSD,Nvidia Quadro M620,Windows 10,2.17kg,122,16,446,MS111 optical,KB216 ,UC150 with Mic
257,Precision 3520,Intel Xeon E3-1505M V6 3GHz,8,157148,Workstation,15.6,Full HD 1920x1080,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620,Windows 10,2.23kg,62,8,446,MS111 optical,KB216 ,UC150 with Mic
262,Precision 5520,Intel Core i7 6820HQ 2.7GHz,8,168344,Workstation,15.6,IPS Panel Full HD 1920x1080,256GB SSD,Nvidia Quadro M1200,Windows 10,2kg,122,8,446,MS111 optical,KB216 ,UC150 with Mic
266,Precision 3520,Intel Core i7 6820HQ 2.7GHz,16,184351,Workstation,15.6,IPS Panel Full HD 1920x1080,512GB SSD,Nvidia Quadro M620,Windows 10,2.17kg,122,16,446,MS111 optical,KB216 ,UC150 with Mic
239,Precision 3520,Intel Core i7 7700HQ 2.8GHz,8,139012,Workstation,15.6,Full HD / Touchscreen 1920x1080,256GB SSD,Nvidia Quadro M620,Windows 10,2.06kg,130,8,446,MS111 optical,KB216 ,UC150 with Mic
166,XPS 13,Intel Core i5 6300U 2.4GHz,8,86656,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,256GB SSD,Intel HD Graphics 520,Linux,1.23kg,93,8,449,MS111 optical,KB216 ,UC150 with Mic
176,Latitude 5490,Intel Core i5 8250U 1.6GHz,8,90598,Ultrabook,14.0,Full HD 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,105,8,449,MS111 optical,KB216 ,UC300 with Mic
192,XPS 13,Intel Core i7 6500U 2.5GHz,8,99981,Ultrabook,13.3,Quad HD+ 3200x1800,256GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,117,8,449,WM118 optical,KB216 ,UC300 with Mic
216,XPS 13,Intel Core i7 7500U 2.7GHz,8,114963,Ultrabook,13.3,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,125,8,449,MS116 optical,WD4XO,UC150 with Mic
215,XPS 13,Intel Core i5 8250U 1.6GHz,8,114324,Ultrabook,13.3,Full HD 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,105,8,449,MS116 optical,WD4XO,UC150 with Mic
154,Inspiron 7570,Intel Core i5 8250U 1.6GHz,8,82713,Ultrabook,15.6,IPS Panel Full HD 1920x1080,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,1.9kg,105,8,449,MS116 optical,WD4XO,UC150 with Mic
211,Latitude E5270,Intel Core i5 6200U 2.3GHz,8,111422,Ultrabook,12.5,1366x768,256GB SSD,Intel HD Graphics 520,Windows 7,1.5kg,90,8,449,MS116 optical,WD4XO,UC150 with Mic
214,XPS 13,Intel Core i7 8550U 1.8GHz,8,114253,Ultrabook,13.3,Full HD 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,134,8,449,MS116 optical,WD4XO,UC150 with Mic
210,XPS 13,Intel Core i7 8550U 1.8GHz,8,110311,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,134,8,449,MS116 optical,WD4XO,UC150 with Mic
209,XPS 13,Intel Core i5 8250U 1.6GHz,8,110311,Ultrabook,13.3,Full HD 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23kg,105,8,449,MS116 optical,WD4XO,UC150 with Mic
207,XPS 13,Intel Core i7 7560U 2.4GHz,8,108734,Ultrabook,13.3,Full HD 1920x1080,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,126,8,449,MS116 optical,WD4XO,UC150 with Mic
161,Latitude 5590,Intel Core i5 8250U 1.6GHz,8,86432,Ultrabook,15.6,IPS Panel Full HD 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.88kg,105,8,449,MS111 optical,KB216 ,UC150 with Mic
206,XPS 13,Intel Core i7 7560U 2.4GHz,8,108734,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,126,8,449,MS116 optical,WD4XO,UC150 with Mic
163,Latitude 5480,Intel Core i7 7600U 2.8GHz,8,86656,Ultrabook,14.0,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Linux,1.6kg,127,8,449,MS111 optical,KB216 ,UC150 with Mic
196,Latitude 5590,Intel Core i7 8650U 1.9GHz,8,102347,Ultrabook,15.6,Full HD 1920x1080,256GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88kg,135,8,449,MS116 optical,WD4XO,UC150 with Mic
172,Latitude E5270,Intel Core i3 6100U 2.3GHz,4,89506,Ultrabook,12.5,1366x768,500GB HDD,Intel HD Graphics 520,Windows 7,1.5kg,75,4,449,MS111 optical,KB216 ,UC150 with Mic
217,Latitude 7280,Intel Core i5 7200U 2.5GHz,8,116082,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics,Windows 10,1.36kg,96,8,449,MS116 optical,WD4XO,UC150 with Mic
248,Latitude 7280,Intel Core i7 7600U 2.8GHz,16,146582,Ultrabook,12.5,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.18kg,127,16,449,MS111 optical,KB216 ,UC150 with Mic
222,XPS 13,Intel Core i5 7200U 2.5GHz,8,118196,Ultrabook,13.3,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,96,8,449,MS116 optical,WD4XO,UC150 with Mic
249,XPS 13,Intel Core i7 8550U 1.8GHz,16,147370,Ultrabook,13.3,Touchscreen / Quad HD+ 3200x1800,512GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,134,16,449,MS111 optical,KB216 ,UC150 with Mic
250,XPS 13,Intel Core i5 8250U 1.6GHz,8,147370,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23kg,105,8,449,MS111 optical,KB216 ,UC150 with Mic
254,XPS 13,Intel Core i7 8550U 1.8GHz,8,153678,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,134,8,449,MS111 optical,KB216 ,UC150 with Mic
255,Latitude E7470,Intel Core i7 6600U 2.6GHz,8,154780,Ultrabook,14.0,Touchscreen 2560x1440,256GB SSD,Intel HD Graphics 520,Windows 10,1.5kg,119,8,449,MS111 optical,KB216 ,UC150 with Mic
263,XPS 13,Intel Core i7 7660U 2.5GHz,16,176624,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,512GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.29kg,128,16,449,MS111 optical,KB216 ,UC150 with Mic
265,XPS 13,Intel Core i7 7500U 2.7GHz,16,177727,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,1TB SSD,Intel HD Graphics 620,Windows 10,1.2kg,125,16,449,MS111 optical,KB216 ,UC150 with Mic
271,XPS 13,Intel Core i7 8550U 1.8GHz,16,197046,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1TB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,134,16,449,MS111 optical,KB216 ,UC150 with Mic
246,Latitude 7390,Intel Core i5 8250U 1.6GHz,8,145229,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.42kg,105,8,449,MS111 optical,KB216 ,UC150 with Mic
240,Latitude 7480,Intel Core i7 7600U 2.8GHz,8,139958,Ultrabook,14.0,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,127,8,449,MS111 optical,KB216 ,UC150 with Mic
237,Latitude E7270,Intel Core i5 6300U 2.4GHz,8,135099,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,93,8,449,MS111 optical,KB216 ,UC150 with Mic
126,XPS 13,Intel Core i5 7200U 2.5GHz,8,70886,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,128GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,96,8,449,MS111 optical,KB216 ,UC300 with Mic
236,Latitude 7280,Intel Core i7 7600U 2.8GHz,8,133256,Ultrabook,12.5,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,127,8,449,MS111 optical,KB216 ,UC150 with Mic
235,Latitude 7480,Intel Core i7 7600U 2.8GHz,8,132468,Ultrabook,14.0,Full HD 1920x1080,512GB SSD,Intel HD Graphics,Windows 10,1.36kg,127,8,449,MS111 optical,KB216 ,UC150 with Mic
130,Inspiron 5370,Intel Core i7 8550U 1.8GHz,8,73478,Ultrabook,13.3,IPS Panel Full HD 1920x1080,256GB SSD,AMD Radeon 530,Windows 10,1.4kg,134,8,449,MS111 optical,KB216 ,UC300 with Mic
274,XPS 13,Intel Core i7 7500U 2.7GHz,16,211318,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,512GB SSD,Intel HD Graphics 620,Windows 10,1.2kg,125,16,449,MS111 optical,KB216 ,UC150 with Mic
231,XPS 13,Intel Core i7 8550U 1.8GHz,8,130023,Ultrabook,13.3,IPS Panel Full HD 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,134,8,449,MS111 optical,KB216 ,UC150 with Mic
133,Vostro 5370,Intel Core i5 8250U 1.6GHz,8,74828,Ultrabook,13.3,Full HD 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.41kg,105,8,449,MS111 optical,KB216 ,UC300 with Mic
135,Inspiron 5370,Intel Core i7 8550U 1.8GHz,8,75301,Ultrabook,13.3,IPS Panel Full HD 1920x1080,256GB SSD,AMD Radeon 530,Windows 10,1.4kg,134,8,449,WM118 optical,KB216 ,UC300 with Mic
178,Latitude E5270,Intel Core i3 6100U 2.3GHz,4,92015,Ultrabook,12.5,1366x768,128GB SSD,Intel HD Graphics 520,Windows 7,1.5kg,75,4,449,MS111 optical,KB216 ,UC300 with Mic
229,XPS 13,Intel Core i5 8250U 1.6GHz,8,128446,Ultrabook,13.3,IPS Panel Full HD 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,105,8,449,MS111 optical,KB216 ,UC150 with Mic
228,XPS 13,Intel Core i5 7200U 2.5GHz,8,128052,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,96,8,449,MS111 optical,KB216 ,UC150 with Mic
227,Latitude 5590,Intel Core i7 8650U 1.9GHz,16,126787,Ultrabook,15.6,Full HD 1920x1080,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88kg,135,16,449,MS111 optical,KB216 ,UC150 with Mic
140,XPS 13,Intel Core i5 8250U 1.6GHz,8,77194,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,128GB SSD,Intel UHD Graphics 620,Windows 10,1.22kg,105,8,449,WM118 optical,DE-KB-2234,UC300 with Mic
226,XPS 13,Intel Core i5 8250U 1.6GHz,8,126081,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,128GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,105,8,449,MS111 optical,KB216 ,UC150 with Mic
225,XPS 13,Intel Core i7 8550U 1.8GHz,8,124504,Ultrabook,13.3,Full HD 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,134,8,449,MS116 optical,WD4XO,UC150 with Mic
218,XPS 13,Intel Core i7 7500U 2.7GHz,8,116461,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,125,8,449,MS116 optical,WD4XO,UC150 with Mic
230,Latitude 7480,Intel Core i5 7200U 2.5GHz,8,129235,Ultrabook,14.0,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,96,8,449,MS111 optical,KB216 ,UC150 with Mic
1,Inspiron 3552,Intel Celeron Dual Core N3060 1.6GHz,4,21675,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics,Linux,2.2kg,37,4,450,MS116 optical,WD4XO,UC150 with Mic
34,Vostro 3568,Intel Core i3 6006U 2.0GHz,4,44045,Notebook,15.6,1366x768,1TB HDD,Intel HD Graphics 520,Windows 10,2.18kg,73,4,450,MS111 optical,WD4XO,UC150 with Mic
12,Vostro 3568,Intel Core i3 6006U 2.0GHz,4,35001,Notebook,15.6,1366x768,1TB HDD,Intel HD Graphics 520,Linux,2.18kg,73,4,450,WM118 optical,KB216 ,UC300 with Mic
13,Inspiron 3552,Intel Pentium Quad Core N3700 1.6GHz,4,35008,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,48,4,450,WM118 optical,KB216 ,UC300 with Mic
9,Inspiron 3567,Intel Core i3 6006U 2GHz,4,33009,Notebook,15.6,1366x768,1TB HDD,Intel HD Graphics 520,Windows 10,2.3kg,72,4,450,WM118 optical,KB216 ,UC300 with Mic
14,Inspiron 3567,Intel Core i3 6006U 2GHz,4,35403,Notebook,15.6,Full HD 1920x1080,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2kg,72,4,450,WM118 optical,KB216 ,UC300 with Mic
7,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,2,29884,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics,Windows 10,2.20kg,35,2,450,MS111 optical,KB216 ,UC150 with Mic
47,Vostro 3568,Intel Core i3 6006U 2GHz,4,48721,Notebook,15.6,1366x768,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18kg,72,4,450,MS111 optical,WD4XO,UC150 with Mic
46,Vostro 3568,Intel Core i3 6006U 2.0GHz,4,48413,Notebook,15.6,1366x768,1TB HDD,AMD Radeon R5 M420X,Windows 10,2.18kg,73,4,450,MS111 optical,WD4XO,UC150 with Mic
19,Inspiron 3567,Intel Core i3 6006U 2.0GHz,4,36714,Notebook,15.6,1366x768,1TB HDD,AMD Radeon R5 M430,Linux,2.25kg,73,4,450,WM126 optical red,DE-KB-2234,UC300 with Mic
15,Vostro 3568,Intel Core i3 6006U 2.0GHz,4,35931,Notebook,15.6,1366x768,1TB HDD,AMD Radeon R5 M420X,Linux,2.18kg,73,4,450,WM118 optical,KB216 ,UC300 with Mic
17,Inspiron 3567,Intel Core i3 7100U 2.4GHz,6,36192,Notebook,15.6,1366x768,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,76,6,450,WM118 optical,KB216 ,UC300 with Mic
40,Vostro 3568,Intel Core i3 7100U 2.4GHz,4,46253,Notebook,15.6,1366x768,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg,76,4,450,MS111 optical,WD4XO,UC150 with Mic
39,Latitude 3480,Intel Core i3 6006U 2GHz,4,46127,Notebook,14.0,1366x768,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg,72,4,450,MS111 optical,WD4XO,UC150 with Mic
6,Inspiron 3552,Intel Pentium Quad Core N3710 1.6GHz,4,29095,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,49,4,450,MS111 optical,KB216 ,UC150 with Mic
32,Vostro 3568,Intel Core i3 7100U 2.4GHz,4,43130,Notebook,15.6,1366x768,128GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,76,4,450,MS116 optical,WD4XO,UC150 with Mic
8,Inspiron 3552,Intel Pentium Quad Core N3700 1.6GHz,4,31026,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics,Linux,2.2kg,48,4,450,WM118 optical,KB216 ,UC300 with Mic
4,Inspiron 3552,Intel Pentium Quad Core N3710 1.6GHz,4,25547,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics,Linux,2.2kg,49,4,450,MS111 optical,KB216 ,UC150 with Mic
22,Latitude 3570,Intel Core i3 6100U 2.3GHz,4,38004,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics 520,Windows 10,2.06kg,75,4,450,WM126 optical red,DE-KB-2234,UC300 with Mic
23,Inspiron 3567,Intel Core i3 6006U 2GHz,4,38242,Notebook,15.6,Full HD 1920x1080,256GB SSD,AMD Radeon R5 M430,Linux,2.2kg,72,4,450,WM126 optical red,DE-KB-2234,UC300 with Mic
2,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,4,23260,Netbook,11.6,1366x768,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.26kg,37,4,450,MS116 optical,WD4XO,UC150 with Mic
10,Inspiron 3567,Intel Core i3 6006U 2.0GHz,4,33747,Notebook,15.6,Full HD 1920x1080,1TB HDD,AMD Radeon R5 M430,Linux,2.25kg,73,4,450,WM118 optical,KB216 ,UC300 with Mic
18,Vostro 3568,Intel Core i3 6006U 2GHz,4,36665,Notebook,15.6,1366x768,1TB HDD,AMD Radeon R5 M420,Linux,2.18kg,72,4,450,WM118 optical,KB216 ,UC300 with Mic
25,Inspiron 3567,Intel Core i3 6006U 2GHz,4,39338,Notebook,15.6,Full HD 1920x1080,256GB SSD,AMD Radeon R5 M430,Windows 10,2.2kg,72,4,450,WM126 optical red,DE-KB-2234,UC300 with Mic
24,Vostro 3568,Intel Core i3 6006U 2GHz,4,38636,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics 520,Windows 10,2.29kg,72,4,450,WM126 optical red,DE-KB-2234,UC300 with Mic
26,Inspiron 5567,Intel Core i3 6006U 2.0GHz,4,39346,Notebook,15.6,1366x768,128GB SSD,AMD Radeon R7 M440,Windows 10,2.3kg,73,4,450,WM126 optical red,DE-KB-2234,UC300 with Mic
31,Inspiron 3567,Intel Core i3 6006U 2GHz,4,43026,Notebook,15.6,1366x768,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2kg,72,4,450,MS116 optical,WD4XO,UC150 with Mic
3,Inspiron 3552,Intel Celeron Dual Core N3060 1.60GHz,4,24364,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics 400,Windows 10,1.8kg,36,4,450,MS111 optical,KB216 ,UC150 with Mic
11,Inspiron 3567,Intel Core i3 7100U 2.4GHz,6,34615,Notebook,15.6,Touchscreen 1366x768,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,76,6,450,WM118 optical,KB216 ,UC300 with Mic
131,Latitude 5580,Intel Core i5 7300U 2.6GHz,8,73724,Notebook,15.6,Full HD 1920x1080,500GB HDD,Intel HD Graphics 620,Windows 10,1.9kg,100,8,451,MS111 optical,KB216 ,UC300 with Mic
180,Latitude 5580,Intel Core i5 7300U 2.6GHz,8,92964,Notebook,15.6,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,100,8,451,MS111 optical,KB216 ,UC300 with Mic
132,Latitude 5580,Intel Core i5 7200U 2.5GHz,8,74513,Notebook,15.6,Full HD 1920x1080,128GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,96,8,451,MS111 optical,KB216 ,UC300 with Mic
125,Inspiron 5567,Intel Core i7 7500U 2.7GHz,8,70886,Notebook,15.6,Full HD 1920x1080,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33kg,125,8,451,MS111 optical,KB216 ,UC300 with Mic
128,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8,72463,Notebook,15.6,Full HD 1920x1080,256GB SSD,AMD Radeon 530,Windows 10,2.2kg,134,8,451,MS111 optical,KB216 ,UC300 with Mic
124,Inspiron 5567,Intel Core i7 7500U 2.7GHz,16,70886,Notebook,15.6,Full HD 1920x1080,256GB SSD,AMD Radeon R7 M445,Linux,2.36kg,125,16,451,MS111 optical,KB216 ,UC300 with Mic
238,XPS 15,Intel Core i5 7300HQ 2.5GHz,8,137908,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,99,8,451,MS111 optical,KB216 ,UC150 with Mic
127,Vostro 5568,Intel Core i5 7200U 2.5GHz,4,71950,Notebook,15.6,Full HD 1920x1080,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.18kg,96,4,451,MS111 optical,KB216 ,UC300 with Mic
251,XPS 15,Intel Core i7 7700HQ 2.8GHz,16,149736,Notebook,15.6,Full HD 1920x1080,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,130,16,451,MS111 optical,KB216 ,UC150 with Mic
121,Inspiron 5567,Intel Core i5 7200U 2.5GHz,8,70097,Notebook,15.6,Full HD 1920x1080,256GB SSD,AMD Radeon R7 M445,Windows 10,2.36kg,96,8,451,MS111 optical,KB216 ,UC300 with Mic
244,XPS 15,Intel Core i7 7700HQ 2.8GHz,8,143507,Notebook,15.6,Full HD 1920x1080,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2kg,130,8,451,MS111 optical,KB216 ,UC150 with Mic
245,XPS 15,Intel Core i7 7700HQ 2.8GHz,8,144216,Notebook,15.6,Full HD 1920x1080,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2kg,130,8,451,MS111 optical,KB216 ,UC150 with Mic
119,Inspiron 5770,Intel Core i5 8250U 1.6GHz,8,70097,Notebook,17.3,IPS Panel Full HD 1920x1080,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8kg,105,8,451,MS111 optical,KB216 ,UC300 with Mic
259,XPS 15,Intel Core i7 7700HQ 2.8GHz,16,159862,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,130,16,451,MS111 optical,KB216 ,UC150 with Mic
260,Alienware 17,Intel Core i7 7700HQ 2.7GHz,8,161327,Notebook,17.3,IPS Panel Full HD 1920x1080,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42kg,129,8,451,MS111 optical,KB216 ,UC150 with Mic
264,XPS 15,Intel Core i5 6300HQ 2.3GHz,8,177466,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,256GB SSD,Nvidia GeForce 960M,Windows 10,2.04kg,92,8,451,MS111 optical,KB216 ,UC150 with Mic
267,XPS 15,Intel Core i7 7700HQ 2.8GHz,16,189003,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,130,16,451,MS111 optical,KB216 ,UC150 with Mic
268,XPS 15,Intel Core i7 7700HQ 2.8GHz,16,189161,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,130,16,451,MS111 optical,KB216 ,UC150 with Mic
122,Vostro 5568,Intel Core i7 7500U 2.7GHz,8,70571,Notebook,15.6,Full HD 1920x1080,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98kg,125,8,451,MS111 optical,KB216 ,UC300 with Mic
136,Latitude 3580,Intel Core i5 7200U 2.5GHz,8,75301,Notebook,15.6,Full HD 1920x1080,1TB HDD,Intel HD Graphics 620,Windows 10,2.06kg,96,8,451,WM118 optical,KB216 ,UC300 with Mic
139,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8,76555,Notebook,15.6,Full HD 1920x1080,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02kg,134,8,451,WM118 optical,KB216 ,UC300 with Mic
138,Vostro 5568,Intel Core i7 7500U 2.7GHz,8,75774,Notebook,15.6,Full HD 1920x1080,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98kg,125,8,451,WM118 optical,KB216 ,UC300 with Mic
168,Latitude 5480,Intel Core i5 7200U 2.5GHz,8,88233,Notebook,14.0,Full HD 1920x1080,128GB SSD,Intel HD Graphics 620 ,Windows 10,1.6kg,96,8,451,MS111 optical,KB216 ,UC150 with Mic
169,Latitude 5480,Intel Core i5 7200U 2.5GHz,8,88841,Notebook,14.0,1366x768,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,96,8,451,MS111 optical,KB216 ,UC150 with Mic
170,Inspiron 7570,Intel Core i7 8550U 1.8GHz,8,89126,Notebook,15.6,IPS Panel Full HD 1920x1080,256GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.16kg,134,8,451,MS111 optical,KB216 ,UC150 with Mic
197,Inspiron 5770,Intel Core i7 8550U 1.8GHz,16,102426,Notebook,17.3,Full HD 1920x1080,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.8kg,134,16,451,MS116 optical,WD4XO,UC150 with Mic
171,Inspiron 5570,Intel Core i7 8550U 1.8GHz,16,89494,Notebook,15.6,Full HD 1920x1080,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg,134,16,451,MS111 optical,KB216 ,UC150 with Mic
